번호,서명,저자,발행자,발행년,책수,단가,금액
1470,양반전·호질,한자교연 편집,브레인고,2022,1,"\6,600","6,600"
1471,암행어사 박문수 (상),한자교연 편집,브레인고,2022,1,"\6,600","6,600"
1472,암행어사 박문수 (하),한자교연 편집,브레인고,2022,1,"\6,600","6,600"
1473,임진록,한자교연 편집,브레인고,2022,1,"\6,600","6,600"
1474,배비장전,한자교연 편집,브레인고,2022,1,"\6,600","6,600"
1475,사씨남정기,한자교연 편집,브레인고,2022,1,"\6,600","6,600"
1476,표해록,한자교연 편집,브레인고,2022,1,"\6,600","6,600"
1477,양산백전,한자교연 편집,브레인고,2022,1,"\6,600","6,600"
1478,구운몽 (상),한자교연 편집,브레인고,2022,1,"\6,600","6,600"
1479,구운몽 (하),한자교연 편집,브레인고,2022,1,"\6,600","6,600"
1480,정수동전,한자교연 편집,브레인고,2022,1,"\6,600","6,600"
1481,숙영낭자전,한자교연 편집,브레인고,2022,1,"\6,600","6,600"
1482,바리 공주,한자교연 편집,브레인고,2022,1,"\6,600","6,600"
1483,조웅전,한자교연 편집,브레인고,2022,1,"\6,600","6,600"
1484,채봉감별곡,한자교연 편집,브레인고,2022,1,"\6,600","6,600"
1485,운영전,한자교연 편집,브레인고,2022,1,"\6,600","6,600"
1486,대동야승,한자교연 편집,브레인고,2022,1,"\6,600","6,600"
1487,금오신화,한자교연 편집,브레인고,2022,1,"\6,600","6,600"
1488,창선감의록,한자교연 편집,브레인고,2022,1,"\6,600","6,600"
1489,숙향전,한자교연 편집,브레인고,2022,1,"\6,600","6,600"
1490,장끼전·두껍전,한자교연 편집,브레인고,2022,1,"\6,600","6,600"
1491,용재총화,한자교연 편집,브레인고,2022,1,"\6,600","6,600"
1492,김삿갓 (상),한자교연 편집,브레인고,2022,1,"\6,600","6,600"
1493,김삿갓 (하),한자교연 편집,브레인고,2022,1,"\6,600","6,600"
1494,어우야담,한자교연 편집,브레인고,2022,1,"\6,600","6,600"
1495,유충렬전,한자교연 편집,브레인고,2022,1,"\6,600","6,600"
1496,난중일기,한자교연 편집,브레인고,2022,1,"\6,600","6,600"
1497,열하일기,한자교연 편집,브레인고,2022,1,"\6,600","6,600"
1498,동몽선습,한자교연 편집,브레인고,2022,1,"\6,600","6,600"
1499,격몽요결,한자교연 편집,브레인고,2022,1,"\6,600","6,600"
1500,목민심서,한자교연 편집,브레인고,2022,1,"\6,600","6,600"
1501,명심보감,한자교연 편집,브레인고,2022,1,"\6,600","6,600"
1502,오륜행실도,한자교연 편집,브레인고,2022,1,"\6,600","6,600"
1503,왕오천축국전,한자교연 편집,브레인고,2022,1,"\6,600","6,600"
1504,파한집·보한집,한자교연 편집,브레인고,2022,1,"\6,600","6,600"
1505,규중칠우쟁론기 외,한자교연 편집,브레인고,2022,1,"\6,600","6,600"
1506,오후 네 시의 놀이터,제성은 지음,노란상상,2022,2,"\11,000","22,000"
1507,루아의 시간,윤정선 지음,고래뱃속,2022,2,"\12,000","24,000"
1508,그 별에서 만나,김수민[외] 지음,북퍼브,2021,2,"\10,000","20,000"
1509,스파이 여우,김형진 지음,지구의아침,2022,2,"\12,000","24,000"
1510,다시 그려도 괜찮아,김주경 지음,씨드북,2022,2,"\12,000","24,000"
1511,도깨비 왕자와 초록 코끼리  : 엄마와 함께 읽는 시와 동화,공순자 지음,메이킹북스,2022,2,"\12,000","24,000"
1512,너를 보여줘,주미선,모해,2022,2,"\12,000","24,000"
1513,우주 영웅의 셈법,이병승 지음,창비,2022,2,"\10,800","21,600"
1514,사인펜들의 그림  = The Drawings of markers,최예지 지음,메이킹북스,2022,2,"\12,000","24,000"
1515,펭귄 딘딤과 주앙 할아버지,윤병무 지음,국수,2022,2,"\15,500","31,000"
1516,단짝이 아니어도 좋아,유영소 지음,그린북,2022,2,"\11,000","22,000"
1517,"바쁜 우리 가족, 꼼짝마!",김수연 지음,일일시호,2022,2,"\12,000","24,000"
1518,"100점 샴푸, 샴푸퐁",정희용 지음,반달서재,2022,2,"\11,800","23,600"
1519,"꼬랭이 나와라,뚝딱!",이숙양,정인,2022,2,"\10,000","20,000"
1520,찰랑찰랑 비밀 하나,황선미 지음,위즈덤하우스,2022,2,"\12,000","24,000"
1521,마인크래프트  : 엔더 드래곤 길들이기,니키 드레이든 지음,제제의숲,2022,2,"\14,000","28,000"
1522,구름보다 태양,마시 캠벨 지음,위즈덤하우스,2022,2,"\14,500","29,000"
1523,그냥 산,레베카 구거,계수나무,2022,2,"\14,000","28,000"
1524,빨개봇이 사라졌다!,황선애 지음,밝은미래,2022,2,"\13,000","26,000"
1525,내 몸이 어때서!  : 있는 그대로의 나를 사랑해요!,훌리아 바르셀로 지음,바나나북,2022,2,"\13,000","26,000"
1526,케빈과 유니콘  : 하늘을 나는 조랑말 케빈의 모험,필립 리브 지음,위니더북,2022,2,"\12,000","24,000"
1527,눈물 목걸이,프란카 페리니 지음,책빛,2022,2,"\14,000","28,000"
1528,금메달이 뜬다,김시민 동시,국민서관,2022,2,"\12,000","24,000"
1529,여름 숲의 비밀,앨 맥퀴시 지음,주니어김영사,2022,2,"\12,000","24,000"
1530,황금을 찾아라!,조연화 지음,단비어린이,2022,2,"\12,000","24,000"
1531,오늘도 미세먼지,김민주 지음,미세기,2022,2,"\14,000","28,000"
1532,마법사와 빨간 색연필,금미애 지음,해솔,2022,2,"\13,000","26,000"
1533,(고정욱 선생님과 함께 읽는) 금수회의록,안국선 지음,산하,2022,2,"\12,000","24,000"
1534,돼지의 복수,토스카 멘턴 지음,토토북,2022,2,"\12,000","24,000"
1535,전사들  : 그래픽 노블 . 5-1  그레이스트라이프의 모험,에린 헌터 지음,가람어린이,2022,2,"\18,000","36,000"
1536,용감한 허풍대장 토모,정세라 지음,수피아어린이,2022,2,"\13,000","26,000"
1537,열·두·살의 우주,장민엽,글땀,2022,2,"\10,000","20,000"
1538,퓌제트와 프라질,로르 푸드빈,작은코도마뱀,2022,2,"\15,000","30,000"
1539,어쩌다 우주여행  : 22세기 흔한 여행길 위의 아이들,정명섭,파란자전거,2022,2,"\12,900","25,800"
1540,냉장고로 들어간 그림책,에즈기 베르크 지음,라이브리안,2022,2,"\18,000","36,000"
1541,전사들  : 그래픽 노블 . 5-2  레이븐포의 길,에린 헌터 지음,가람어린이,2022,2,"\18,000","36,000"
1542,동백 꽃이 툭,김미희 지음,토끼섬,2022,2,"\15,000","30,000"
1543,달을 산 남자,신동준 지음,딸기책방,2022,2,"\13,000","26,000"
1544,내 친구 바바라,전현경 지음,비공,2022,2,"\15,000","30,000"
1545,트윈스타문,공유빈,법률저널,2022,2,"\9,900","19,800"
1546,열두 살 인생,박혜선 지음,아이앤북,2022,2,"\11,500","23,000"
1547,복면 슈퍼영웅,김현태 지음,가문비어린이,2022,2,"\10,000","20,000"
1548,"어서 오세요, 삼신장 힐링 캠프로!",김미숙 지음,현암주니어,2022,2,"\13,000","26,000"
1549,마법의 빨간 공,마쓰오카 코우 지음,우리학교,2022,2,"\13,500","27,000"
1550,(상식과 지식의 힘을 키우는) 초등역사 동서양사건 사전  : 역사에 한 획을 그은 대박 사건 600,박수미 지음,다락원,2021,1,"\16,500","16,500"
1551,착해도 너무 착한 롤리의 기묘한 이야기,제프 키니 지음,아이세움(MiraeN),2022,2,"\13,000","26,000"
1552,원더풀 월드  : 아주 커다란 지도 위의 놀라운 세계,벤 핸디코트,위즈덤하우스,2022,1,"\30,000","30,000"
1553,하루 한 번 세계 여행  : 반구석에서 만나는 세계지리,민병권 지음,대원키즈,2021,1,"\12,000","12,000"
1554,전국 팔도 지리 자랑,조지욱 지음,사계절,2021,1,"\15,000","15,000"
1555,(어린이를 위한) 지도 위 세계사 100,정일웅,이케이북,2017,1,"\15,000","15,000"
1556,(10대를 위한) 사피엔스,벵트 에릭 엥홀름 지음,아이세움,2022,1,"\12,000","12,000"
1557,(프리미엄 도감) 한국을 빛낸 100명의 위인도감,이종훈 지음,장현북스,2022,1,"\13,000","13,000"
1558,(처음 읽는) 동아시아 이야기,강창훈 지음,주니어김영사,2021,1,"\13,000","13,000"
1559,빛난다! 한국사 인물 100 . 6  고려 후기: 어두운 시대에 등불을 밝히다,박윤규 지음,시공사,2022,1,"\12,000","12,000"
1560,빛난다! 한국사 인물 100 . 7  조선 전기: 문화가 강한 나라를 만들어라!,박윤규 지음,시공사,2022,1,"\12,000","12,000"
1561,야누시 코르차크  : 어린이들의 영원한 친구,필립 메리외 지음,도토리숲,2022,1,"\13,000","13,000"
1562,(근대 국가를 꿈꾼 대한 제국) 조선은 왜 대한 제국이 되었나요?,김대호 지음,다섯수레,2022,1,"\13,000","13,000"
1563,엄마 아빠는 어릴 때 무얼 하고 놀았을까?,마송은 지음,깊은나무,2022,1,"\15,000","15,000"
1564,니콜라 테슬라  : 전기에 날개를 달다,함지슬 지음,천개의바람,2022,1,"\12,000","12,000"
1565,"우리 반 파스퇴르  : 루이 파스퇴르, 백신 개발을 꿈꾸다!",윤자영 지음,리틀씨앤톡,2022,1,"\13,000","13,000"
1566,특별하고 흥미로운 세계의 명절과 축제  : 축제-숨은-그림-찾기,캐런 브라운 지음,사파리,2022,1,"\13,500","13,500"
1567,스마트폰 영상 촬영+편집 with 키네마스터  : 10일 만에 마스터하는 나만의 유튜브 영상,박철우 지음,길벗,2021,1,"\17,000","17,000"
1568,용서하지 않을 권리  : 피해자를 바라보는 적정한 시선과 태도에 관하여,김태경 지음,웨일북,2022,1,"\16,000","16,000"
1569,1일 1장 뽑아 쓰는 냅킨 경제학,티나 헤이 지음,더퀘스트,2022,1,"\16,500","16,500"
1570,검찰 개혁과 조국대전  : 검찰쿠데타 . 2,김두일 지음,차이나랩,2020,1,"\15,000","15,000"
1571,"(전 세계 400개 기업 9만 7,000명의 고객 분석을 통해 찾아낸) 고객이 기업에게 원하는 단 한 가지",매튜 딕슨,센시오,2022,1,"\19,800","19,800"
1572,그린 스완  : 회복과 재생을 촉진하는 새로운 경제,존 엘킹턴 지음,더난콘텐츠,2021,1,"\17,000","17,000"
1573,나는 월급쟁이에서 이렇게 독립했다,절약왕 지음,알에이치코리아,2022,1,"\16,000","16,000"
1574,너는 생각보다 자소서를 잘쓴다  : 자소서 때문에 잠 못 이루는 모든 취준생들에게,제이콥 지음,Mind3,2019,1,"\19,000","19,000"
1575,대한민국 인구 트렌드 2022-2027  : 인구 절벽 위기를 기회로 맞바꿀 새로운 미래 지도,전영수 지음,블랙피쉬,2022,1,"\17,000","17,000"
1576,(딱 한 번 읽고 평생 써먹는) 주식 공부,이재준 지음,원앤원북스,2021,1,"\18,000","18,000"
1577,"리더 디퍼런트  : 사람과 숫자 모두를 얻는, 이 시대의 다른 리더",사이먼 시넥 지음,세계사,2021,1,"\18,800","18,800"
1578,(1日 1言 긍정의 말이 불러온 기적 같은 변화) 말버릇의 힘,나이토 요시히토 지음,비즈니스북스,2021,1,"\14,000","14,000"
1579,말하는 몸 . 1  몸의 기억과 마주하는 여성들,박선영,문학동네,2021,1,"\16,000","16,000"
1580,말하는 몸 . 2  몸의 가능성을 확장하는 여성들,박선영,문학동네,2021,1,"\16,000","16,000"
1581,(문과 출신도 쉽게 배우는) 통계학,다카하시 신,지상사,2022,1,"\16,000","16,000"
1582,부동산 트렌드 2022  : 하버드 박사 김경민 교수의 부동산 투자 리포트,김경민 지음,와이즈맵,2021,1,"\18,000","18,000"
1583,(부종식 변호사의) 집합건물 분쟁114  : 2021 개정판,부종식 지음,좋은땅,2021,1,"\35,000","35,000"
1584,(서울대 삼 형제의) 스노볼 공부법,윤인숙 지음,심야책방,2022,1,"\16,800","16,800"
1585,세상의 모든 돈이 사라진다면  : 게임머니부터 블록체인까지 전자화폐가 바꿀 미래,복대원,다른,2020,1,"\14,000","14,000"
1586,(내 안에 잠든 무한한 가능성을 깨워라) 어웨이크  = AWAKE,박세니 지음,책들의정원,2020,1,"\16,000","16,000"
1587,언제 매도할 것인가,알렉산더 엘더 지음,이레미디어,2022,1,"\25,000","25,000"
1588,(최신판) 실제 면접관이 말하는 NCS 자소서와 면접  이공계,윤장섭,에듀윌,2022,1,"\17,000","17,000"
1589,요즘 투자  : 돈공부 빼고 다 배운 당신을 위한,임종현 지음,트러스트북스,2021,1,"\16,800","16,800"
1590,우리 안의 파시즘 2.0  : 내 편만 옳은 사회에서 민주주의는 가능한가?,임지현,휴머니스트,2022,1,"\16,000","16,000"
1591,(소년공 시절 카툰집) 이재명의 꿈,박향미 그림,솔과학,2022,1,"\10,000","10,000"
1592,초집중의 힘  : 최고의 공부를 위한 멘탈 트레이닝,박세니 지음,알에이치코리아,2021,1,"\15,000","15,000"
1593,(기본부터 실전까지 일러스트로 이해하는) 피터 드러커의 경영 수업  : 더 나은 삶을 추구하는 우리 모두에게 필요한 가르침!,후지야 신지 감수,소보랩,2022,1,"\14,000","14,000"
1594,(리더만 모르는 공공연한 비밀) 회사는 이유 없이 망하지 않는다,호세 에르난데스 지음,문학사상,2021,1,"\15,000","15,000"
1595,개미들의 전쟁,프랑크 크루샹,BH(Balance & Harmony),2022,1,"\12,000","12,000"
1596,단번에 개념잡는 우주과학  : 9가지 핵심 질문으로 빠르게 마스터하는 중학 과학의 기초,박우용,다른,2021,1,"\14,000","14,000"
1597,프렌즈  : 과학이 우정에 대해서 알려줄 수 있는 가장 중요한 것,로빈 던바 지음,어크로스,2022,1,"\22,000","22,000"
1598,(NHK스페셜 화제의 다큐멘터리) 내 아이의 눈이 위험하다,오이시 히로토,시크릿하우스,2022,1,"\15,000","15,000"
1599,(서윤영의) 청소년 건축특강  : 건축으로 살펴본 일제 강점기,서윤영 지음,철수와영희,2021,1,"\13,000","13,000"
1600,"코로나19, 걸리면 진짜 안 돼?  : 응급의학과 의사의 선별진료소 1년 이야기",서주현 지음,아침사과,2021,1,"\15,000","15,000"
1601,한국사를 바꾼 12가지 공학 이야기,권오상 지음,청어람e,2021,1,"\13,000","13,000"
1602,그림 그리는 사람  : 다니구치 지로 마지막 대담,브누아 페터스 지음,이숲,2020,1,"\20,000","20,000"
1603,고양이섬 민박집의 대소동,와카타케 나나미 지음,작가정신,2022,2,"\14,800","29,600"
1604,그리움은 아무에게나 생기지 않습니다,박근혜 지음,가로세로연구소,2021,1,"\15,000","15,000"
1605,그리움의 문장들,림태주 지음,행성B,2021,1,"\14,000","14,000"
1606,금색,미시마 유키오 지음,큐큐,2022,1,"\18,000","18,000"
1607,꽃잎 한 장처럼  : 오늘을 살아가는 당신을 위한 이해인 수녀의 시 편지,이해인 지음,샘터,2022,1,"\16,000","16,000"
1608,나랑 하고 시픈게 뭐에여?,최재원 지음,민음사,2021,1,"\10,000","10,000"
1609,나의 아저씨 . 1,박해영 지음,세계사,2022,1,"\24,800","24,800"
1610,나의 아저씨 . 2,박해영 지음,세계사,2022,1,"\24,800","24,800"
1611,낡아가며 새로워지는 것들에 대하여,원철 지음,불광출판사,2021,1,"\17,000","17,000"
1612,당신 엄마가 당신보다 잘하는 게임,박서련 지음,민음사,2022,2,"\13,000","26,000"
1613,몽마르트르 유서,구묘진 지음,,2021,2,"\15,000","30,000"
1614,새벽의 모든,세오 마이코 지음,왼쪽주머니,2022,2,"\15,000","30,000"
1615,(성인들을 위한) 잔혹동화  : 죽음의 무도회,지건,씨큐브,2020,1,"\13,800","13,800"
1616,(세련되게 해결해 드립니다) 백조세탁소,이재인 지음,안전가옥,2021,2,"\13,000","26,000"
1617,쓰쿠모 서점 지하에는 비밀의 바가 있다,오카자키 다쿠미 지음,아르테,2022,2,"\16,000","32,000"
1618,어른이 되면 단골바 하나쯤은 있을 줄 알았지,박초롱 지음,현암사,2022,1,"\15,000","15,000"
1619,우리의 질량,설재인 지음,시공사,2022,2,"\15,000","30,000"
1620,천국이 내려오다,김동영 지음,김영사,2019,1,"\14,500","14,500"
1621,탱고 인 더 다크,사쿠라 히로 지음,문학동네,2021,2,"\14,500","29,000"
1622,(만화로 배우는) 조선 왕실의 신화,우용곡 지음,한빛비즈,2022,1,"\19,800","19,800"
1623,세계 헤어웨어 이야기  : 신화에서 대중문화까지,원종훈,아마존북스,2022,1,"\17,000","17,000"
1624,우리 궁궐 이야기,구완회 지음,상상출판,2021,1,"\16,000","16,000"
1625,"유럽 최후의 대국, 우크라이나의 역사  : 장대한 동슬라브 종가의 고난에 찬 대서사시",구로카와 유지 지음,글항아리,2022,1,"\16,000","16,000"
1626,제국과 의로운 민족  : 한중 관계 600년사_하버드대 라이샤워 강연,오드 아르네 베스타 지음,너머북스,2022,1,"\20,000","20,000"
1627,제국을 세운 알렉산드로스와 옥타비아누스,박신식 지음,스푼북,2022,1,"\12,800","12,800"
